Category,Country,Region,Producer,Wine,Vintage,Volume,Price,ArtCode
Red wine,France,Bordeaux,Château Branaire-Ducru,Château Branaire-Ducru – 4e grand cru classé,2009,0.75,350,2536
Red wine,France,Bordeaux,Château Brane-Cantenac,Baron de Brane - Margaux,2020,0.75,130,2508
Red wine,France,Bordeaux,Château Calon Ségur,Le Marquis de Calon Ségur - Saint-Estèphe,2018,0.75,150,2401
Red wine,France,Bordeaux,Château Calon Ségur,Château Calon Ségur - 3ᵉ Grand Cru Classé Saint-Estèphe,2017,0.75,450,2516
Red wine,France,Bordeaux,Château Cantenac Brown,BriO de Cantenac Brown,2019,0.75,140,2405
Red wine,France,Bordeaux,Château Cheval Blanc,Château Cheval Blanc - Premier Grand Cru Classé A - Saint-Émilion *,2018,0.75,2350,2446
Red wine,France,Bordeaux,Château Cos d'Estournel,Château Cos d'Estournel -2ème Cru Classé - Saint-Estèphe,2012,0.75,1200,2425
Red wine,France,Bordeaux,Château Ducru-Beaucaillou,Château Ducru-Beaucaillou - 2e Cru Classe St-Julien,2018,0.75,630,2439
Red wine,France,Bordeaux,Château Giscours,Château Giscours - 3ème Cru Classé Margaux - HALF bt.,2018,0.375,170,5412
Red wine,France,Bordeaux,Château Giscours,Château Giscours - 3ème Cru Classé Margaux,2020,0.75,300,2478
Red wine,France,Bordeaux,Château Haut-Bailly,Château Haut-Bailly - Pessac-Léognan,2018,0.75,365,2539
Red wine,France,Bordeaux,Château Haut-Brion,Château Haut-Brion - Premier Cru Classé Pessac-Léognan,2016,0.75,2350,2437
Red wine,France,Bordeaux,Château Haut-Brion,Château Haut-Brion - Premier Cru Classé Pessac-Léognan,2009,0.75,2950,2432
Red wine,France,Bordeaux,Château Haut-Marbuzet,Château Haut-Marbuzet - St. Estèphe,2016,0.75,220,2537
Red wine,France,Bordeaux,Château La Fleur de Gay,Château La Fleur de Gay - Pomerol,2016,0.75,420,2483
Red wine,France,Bordeaux,Château La Mission Haut-Brion,Château La Mission Haut-Brion - 1er Cru Classé Pessac-Léognan,2021,0.75,480,8656
Red wine,France,Bordeaux,Château Lafite Rothschild,Château Lafite Rothschild - Premier Cru Classé - Pauillac,1998,0.75,1900,2463
Red wine,France,Bordeaux,Château Lafite Rothschild,Château Lafite Rothschild - Premier Cru Classé - Pauillac,2003,0.75,2000,2529
Red wine,France,Bordeaux,Château Lafleur,"Château Lafleur ""Les Perrières""",2020,0.75,275,8975
Red wine,France,Bordeaux,Château Lafleur,Château Lafleur - Pomerol *,2004,0.75,1200,2421
Red wine,France,Bordeaux,Château Lafleur,Château Lafleur - Pomerol,2015,0.75,3275,8976
Red wine,France,Bordeaux,Château Langoa Barton,Château Langoa Barton - Saint Julien Grand Cru Classé,2014,0.75,170,2510
Red wine,France,Bordeaux,Château Latour,Château Latour - Premier Cru Classé  Pauillac,2008,0.75,1600,2451
Red wine,France,Bordeaux,Château Le Pin,Château Le Pin,2006,0.75,5300,2527
Red wine,France,Bordeaux,Château Lespault-Martillac,Château Lespault-Martillac Rouge,2019,0.75,100,2482
Red wine,France,Bordeaux,Château Lynch Bages,Echo de Lynch-Bages - Pauillac,2017,0.75,190,2499
Red wine,France,Bordeaux,Château Lynch Bages,Château Lynch Bages - 5ème Cru Classé - Pauillac,2015,0.75,415,2555
Red wine,France,Bordeaux,Château Lynch Bages,Château Lynch Bages - 5ème Cru Classé - Pauillac - MAGNUM,2016,1.5,855,6865
Red wine,France,Bordeaux,Château Léoville-Las-Cases,Château Léoville-Las-Cases – 2e grand cru classé - Saint-Julien,1996,0.75,840,2488
Red wine,France,Bordeaux,Château Léoville-Poyferré,"Château Léoville-Poyferré, 2ème Cru Classé - Saint-Julien",2017,0.75,360,2493
Red wine,France,Bordeaux,Château Malartic Lagravière,Château Malartic Lagravière Rouge - Pessac-Léognan,2019,0.75,150,2545
Red wine,France,Bordeaux,Château Margaux,Château Margaux - Premier Cru Classé Margaux,2008,0.75,1650,2507
Red wine,France,Bordeaux,Château Moncets,Château Moncets - Lalande de Pomerol,2016,0.75,80,2455
Red wine,France,Bordeaux,Château Mouton Rothschild,Château Mouton Rothschild - Premier Cru Classé Pauillac,2009,0.75,1750,2486
Red wine,France,Bordeaux,Château Palmer,Château Palmer - 3ème Grand Cru Classé Margaux,2009,0.75,1145,2549
Red wine,France,Bordeaux,Château Pape Clément,Château Pape Clément - Grand Cru Classé Pessac-Leognan,2017,0.75,390,2450
Red wine,France,Bordeaux,Château Paradis Casseuil,Château Paradis Casseuil,2022,0.75,80,2540
Red wine,France,Bordeaux,Château Pavie,Château Pavie - Premier Grand Cru Classé A - Saint-Émilion 2018,2016,0.75,755,2564
Red wine,France,Bordeaux,Château Phélan Ségur,Frank Phelan - Saint-Estephe,2020,0.75,95,2407
Red wine,France,Bordeaux,Château Phélan Ségur,Château Phélan Ségur - Saint-Estèphe - MAGNUM,2018,1.5,400,7402
Red wine,France,Bordeaux,Château Pichon Long. Comtesse de Lalande,Pichon Comtesse Reserve - Pauillac,2022,0.75,220,2427
Red wine,France,Bordeaux,Château Pichon-Longueville Baron,Château Pichon-Longueville Baron - 2eme Cru Classe Pauillac,2020,0.75,510,2440
Red wine,France,Bordeaux,Château Pichon-Longueville Baron,Château Pichon-Longueville Baron - 2ème Cru Classé Pauillac,2015,1.5,1150,7408
Red wine,France,Bordeaux,Château Pontet Canet,Château Pontet Canet - 5ème Grand Cru Classé - Pauillac,2020,0.75,400,2501
Red wine,France,Bordeaux,Château Prieuré-Lichine,Château Prieuré-Lichine - 4eme Cru Classe Margaux,2016,0.75,190,2512
Red wine,France,Bordeaux,Château Smith Haut Lafitte,Château Smith Haut Lafitte Rouge - Pessac-Leognan - MAGNUM,2018,1.5,610,6861
Red wine,France,Bordeaux,Château Sociando-Mallet,Château Sociando-Mallet - Haut-Médoc,2017,0.75,165,2494
Red wine,France,Bordeaux,Château de Beauregard,Château de Beauregard - Pomerol,2018,0.75,210,2535
Red wine,France,Bordeaux,Château de Chambrun,Château de Chambrun - Lalande de Pomerol AOC,2020,0.75,135,8978
Red wine,France,Bordeaux,Château de Chambrun,"Château de Chambrun ""Le Bourg"" Lalande de Pomerol AOC",2019,0.75,290,8979
Red wine,France,Bordeaux,Château de Valandraud,Château de Valandraud - Saint-Emilion Grand Cru,2018,0.75,550,2428
Red wine,France,Bordeaux,Château de la Croix,Château de la Croix - Cru Bourgeois Medoc,2017,0.75,85,2442
Red wine,France,Bordeaux,Château l'Eden,Château l'Eden - Médoc,2016,0.75,70,2452
Red wine,France,Bordeaux,Château le Puy,"Château le Puy ""Emilien""",2019,0.75,125,2115
Red wine,France,Bordeaux,Domaine de Chevalier,Domaine de Chevalier - Grand Cru Classé -  Pessac-Léognan,2005,0.75,330,2546
Red wine,France,Bordeaux,Pétrus,Pétrus - Pomerol,2015,0.75,12375,2561
Red wine,France,Rhône,Château de Beaucastel,Châteauneuf du Pape AOC,2020,0.75,270,2514
Red wine,France,Rhône,Domaine André Mathieu,Châteauneuf du Pape AOC - HALF bt.,2019,0.375,75,5411
Red wine,France,Rhône,Domaine Jean-Louis Chave,Saint-Joseph,2019,0.75,200,2523
Red wine,France,Rhône,Domaine Jean-Louis Chave,L'Hermitage *,2019,0.75,725,8987
Red wine,France,Rhône,Domaine Les Pallières – Famille Brunier & K. Lynch,Terrasse du Diable - Gigondas,2021,0.75,125,8988
Red wine,France,Rhône,Domaine Pichon,"""Allégorie"" - Cornas AOC",2017,0.75,140,2403
Red wine,France,Rhône,Domaine Pichon,"Côte-Rôtie - ""La Comtesse en Côte Blonde""",2017,0.75,280,2404
Red wine,France,Rhône,Domaine René Rostaing,"Côte-Rôtie ""Ampodium""",2022,0.75,220,8980
Red wine,France,Rhône,Domaine René Rostaing,"Côte-Rôtie ""La Landonne""",2022,0.75,425,8981
Red wine,France,Rhône,Domaine René Rostaing,"Côte-Rôtie ""Cote Blonde""",2022,0.75,490,8982
Red wine,France,Rhône,Domaine René Rostaing,Côte Rôtie - Côte Brune,2022,0.75,695,8983
Red wine,France,Rhône,Domaine Vieux Télégraphe,"""Télégramme"" Châteauneuf-du-pape",2022,0.75,145,2443
Red wine,France,Rhône,Domaine Vieux Télégraphe,"""La Crau"" Châteauneuf-du-pape",2021,0.75,235,8990
Red wine,France,Rhône,Domaine Vieux Télégraphe,"""La Crau"" Châteauneuf-du-pape *",2018,0.75,260,2460
Red wine,France,Rhône,Domaine Vieux Télégraphe,"""La Crau"" Châteauneuf-du-pape *",2009,0.75,335,2571
Red wine,France,Rhône,J.L. Chave Sélection,"Côtes-du-Rhône ""Mon Coeur""",2023,0.75,55,2475
Red wine,France,Rhône,J.L. Chave Sélection,"""Offerus"" Saint-Joseph",2022,0.75,95,8985
Red wine,France,Rhône,J.L. Chave Sélection,"Hermitage ""Farconnet""",2021,0.75,190,8986
Red wine,France,Rhône,Rotem & Mounir Saouma,"""Omnia"" Châteauneuf-du-Pape",2019,0.75,245,8991
Red wine,France,Rhône,Rotem Mounir Saouma,"""Arioso"" Châteauneuf-du-Pape",2018,0.75,370,8992
Red wine,France,Languedoc,La Pèira,"""Les Obriers"" - Terrasses du Larzac AC",2022,0.75,90,8996
Red wine,France,Languedoc,La Pèira,"""La Pèira"" - Terrasses du Larzac AC",2019,0.75,245,8997
Red wine,France,Languedoc,Thierry Rodriguez,"""Impec!"" - Minervois AOC",2020,0.75,48,2525
Red wine,France,Provence,Château de Pibarnon,Château de Pibarnon - Bandol Rouge AC,2019,0.75,165,8993
Red wine,France,Sud Ouest,Château d'Aydie,Château d'Aydie - Famille Laplace Madiran AC,2017,0.75,110,8995
Red wine,France,Sud Ouest,Clos Triguedina,Clos Triguedina - Cahors AC,2019,0.75,100,8994
Red wine,Italy,Piedmont,Azelia di Luigi Scavino,Barolo DOCG,2021,0.75,155,8699
Red wine,Italy,Piedmont,Braida,"Barbera d'Asti DOCG - ""Bricco dell'Uccellone""",2021,0.75,200,8706
Red wine,Italy,Piedmont,Braida,"Barbera d'Asti DOCG - ""Bricco dell'Uccellone""",2018,0.75,210,2623
Red wine,Italy,Piedmont,Bruno Giacosa,Barbaresco Rabajà DOCG,2020,0.75,675,8701
Red wine,Italy,Piedmont,Domenico Clerico,Barolo del Comune di Monforte d'Alba DOCG,2021,0.75,160,8694
Red wine,Italy,Piedmont,Domenico Clerico,Barolo Ginestra Ciabot Mentin DOCG,2019,0.75,300,8695
Red wine,Italy,Piedmont,Elvio Cogno,Barbaresco Bordini,2021,0.75,155,9005
Red wine,Italy,Piedmont,Elvio Cogno,"Barolo ""Ravera"" DOCG",2017,0.75,220,2648
Red wine,Italy,Piedmont,Elvio Cogno,"Barolo ""Ravera"" DOCG",2018,0.75,235,9006
Red wine,Italy,Piedmont,F.lli Giacosa,Barbaresco Riserva Basarin “Vigna Gianmatè” DOCG,2019,0.75,140,8700
Red wine,Italy,Piedmont,Gaja,Sito Moresco - Langhe DOP,2022,0.75,180,2625
Red wine,Italy,Piedmont,Gaja,"""Sito Moresco"" - Langhe DOP",2019,1.5,400,7613
Red wine,Italy,Piedmont,Gaja,Barbaresco - DOP,2019,0.75,550,2615
Red wine,Italy,Piedmont,Giacomo Conterno,"Barbera d'Alba ""Vigna Francia"" Serralunga DOC",2022,0.75,255,8682
Red wine,Italy,Piedmont,Giacomo Conterno,Barolo Francia Serralunga DOCG,2020,0.75,710,8678
Red wine,Italy,Piedmont,Giacomo Conterno,Barolo Monfortino Riserva DOCG,2019,0.75,2185,8679
Red wine,Italy,Piedmont,Gianmarco Ghisolfi,"""La Lisi"" - Barbera D'Alba Superiore DOC",2021,0.75,95,2660
Red wine,Italy,Piedmont,Giuseppe Cortese,"Barbaresco DOCG ""Rabaja""",2017,0.75,215,2609
Red wine,Italy,Piedmont,Giuseppe Mascarello,Barbera d'Alba Santo Stefano DOCG,2021,0.75,190,8680
Red wine,Italy,Piedmont,Giuseppe Mascarello,Barolo Monprivato DOCG,2018,0.75,600,8683
Red wine,Italy,Piedmont,Marcarini,Barolo Comune di La Morra DOCG,2020,0.75,140,9003
Red wine,Italy,Piedmont,Marcarini,Barolo Brunate DOCG,2019,0.75,185,9004
Red wine,Italy,Piedmont,Oddero,Nizza DOCG,2020,0.75,95,2682
Red wine,Italy,Piedmont,Oddero,Nizza DOCG - Barbera d'Asti Superiore,2022,0.75,110,8998
Red wine,Italy,Piedmont,Oddero,Barolo DOCG,2019,0.75,160,9000
Red wine,Italy,Piedmont,Oddero,Barbaresco DOCG Gallina,2020,0.75,175,8999
Red wine,Italy,Piedmont,Oddero,Barolo Riserva DOCG Bussia Vigna Mondoca,2017,0.75,340,9001
Red wine,Italy,Piedmont,Oddero,Barolo DOCG Vignarionda Riserva,2016,0.75,645,9002
Red wine,Italy,Piedmont,Paitin di Pasquero-Elia,Barbaresco DOCG “Sorì Paitin Vecchie Vigne Riserva,2015,0.75,300,2668
Red wine,Italy,Piedmont,Poderi Aldo Conterno,Quartetto - Langhe Rosso DOC,2022,0.75,140,8702
Red wine,Italy,Piedmont,Poderi Aldo Conterno,Barbera d'Alba Conca Tre Pile DOC,2021,0.75,140,8704
Red wine,Italy,Piedmont,Poderi Aldo Conterno,"""Il Favot"" Langhe Nebbiolo DOC",2022,0.75,165,8705
Red wine,Italy,Piedmont,Poderi Aldo Conterno,Barolo Bussia DOCG,2020,0.75,275,8684
Red wine,Italy,Piedmont,Produttori del Barbaresco,Barbaresco DOCG,2021,0.75,120,2610
Red wine,Italy,Piedmont,Rocche Costamagna,"Barolo DOCG ""Rocche Dell Annunziata""",2017,0.75,175,2647
Red wine,Italy,Piedmont,Vietti,"Barbera d'Alba DOC ""Trevìe""",2023,0.75,80,2691
Red wine,Italy,Piedmont,Vietti,Dolcetto d'Alba Trevìe DOC,2023,0.75,90,8703
Red wine,Italy,Piedmont,Vietti,Barbera d'Alba DOC - Vigna Scarrone,2022,0.75,130,8696
Red wine,Italy,Piedmont,Vietti,"Barolo DOCG ""Castiglione""",2020,0.75,185,8697
Red wine,Italy,Lombardy,Mamete Prevostini,"""Strata"" Sassella Valtellinaa Superiore DOCG",2022,0.75,90,2606
Red wine,Italy,Lombardy,Mamete Prevostini,"""Strata"" Sforzato Valtellina Superiore DOCG",2021,0.75,105,2614
Red wine,Italy,Veneto,Bertani,Amarone della Valpolicella Classico DOC,2008,0.75,485,1744
Red wine,Italy,Veneto,Dal Forno Romano,Valpolicella Superiore - “Vigneto di Monte Lodoletta”,2013,0.75,240,2698
Red wine,Italy,Veneto,Dal Forno Romano,Amarone della Valpolicella DOCG - Monte Lodoletta,2017,0.75,700,8710
Red wine,Italy,Veneto,Quintarelli Giuseppe,Amarone della Valpolicella DOCG Classico *,2017,0.75,720,8707
Red wine,Italy,Veneto,Quintarelli Giuseppe,Amarone della Valpolicella DOCG Classico Riserva *,2011,0.75,1410,8709
Red wine,Italy,Veneto,Tommasi,Valpolicella Ripasso Classico Superiore DOC,2022,0.75,85,9009
Red wine,Italy,Veneto,Tommasi,Amarone della Valpolicella Classico DOCG,2021,0.75,145,9010
Red wine,Italy,Veneto,Tommasi,Valpolicella Ripasso - MAGNUM,2020,0.75,160,7606
Red wine,Italy,Veneto,Zymè,"""Kairos"" - Veneto Rosso IGP - HALF bt.",2017,0.375,100,5601
Red wine,Italy,Veneto,Zymè,"""Kairos"" - Veneto Rosso IGP",2018,0.75,180,2690
Red wine,Italy,Trentino Alto Adige,Cantina Terlan,"Alto Adige DOC Riserva - Lagrein ""Gries""",2022,0.75,105,9222
Red wine,Italy,Trentino Alto Adige,Weingut & Klosterkellerei Muri Gries,Lagrein Riserva - Südtirol DOC,2021,0.75,310,9007
Red wine,Italy,Tuscany,Avignonesi,Grandi Annate - Toscana IGT,2016,0.75,260,2673
Red wine,Italy,Tuscany,Bibi Graetz,Testamatta - Toscana IGT,2021,0.75,220,9114
Red wine,Italy,Tuscany,Caccia Piano,Ruit Hora - Bolgheri DOC,2021,0.75,100,9015
Red wine,Italy,Tuscany,Caccia Piano,Caccia Piano - Bolgheri Superiore DOC,2021,0.75,235,9016
Red wine,Italy,Tuscany,Campo alla Sughera,"""Adéo"" - Bolgheri DOC",2023,0.75,140,2622
Red wine,Italy,Tuscany,Campo alla Sughera,"""Arnione"" - Bolgheri Superiore DOC",2021,0.75,225,9096
Red wine,Italy,Tuscany,Campo alla Sughera,Campo alla Sughera - Toscana IGT,2019,0.75,330,9097
Red wine,Italy,Tuscany,Castellare di Castellina,"""Il Poggiale"" - Chianti Classico Riserva DOCG",2022,0.75,140,8716
Red wine,Italy,Tuscany,Castellare di Castellina,I Sodi di San Niccolo - Toscana IGT,2017,0.75,190,2637
Red wine,Italy,Tuscany,Castello del Terriccio,Lupicaia -Toscana IGT,2014,0.75,290,9103
Red wine,Italy,Tuscany,Contucci,Mulinvecchio - Vino Nobile di Montepulciano DOCG,2020,0.75,100,9022
Red wine,Italy,Tuscany,Contucci,Vino Nobile di Montepulciano - Riserva DOCG,2018,0.75,155,9023
Red wine,Italy,Tuscany,Fattoria Le Pupille,"""Saffredi"" - Toscana IGT",2018,0.75,260,2654
Red wine,Italy,Tuscany,Fontodi,Fontodi - Chianti Classico DOCG,2021,0.75,95,2657
Red wine,Italy,Tuscany,Fontodi,"""Flaccianello della Pieve"" - Colli Toscana Centrale IGT",2020,0.75,320,2642
Red wine,Italy,Tuscany,Fontodi,"""Flaccianello della Pieve"" - Colli Toscana Centrale IGT MAGNUM",2021,1.5,650,7618
Red wine,Italy,Tuscany,Gagliole,"""Valletta"" - Colli della Toscana Centrale IGT",2020,0.75,80,2655
Red wine,Italy,Tuscany,Gagliole,Gagliole - Colli della Toscana Centrale IGT,2019,1.5,300,7603
Red wine,Italy,Tuscany,Gaja,Magari - Ca'Marcanda Bolgheri DOC - HALF bt.,2023,0.375,130,5603
Red wine,Italy,Tuscany,Gaja,Promis - Toscana IGT,2022,0.75,140,2616
Red wine,Italy,Tuscany,Isole e Olena,Cepparello IGT,2020,0.75,335,8721
Red wine,Italy,Tuscany,Le Macchiole,Le Macchiole - Bolgheri Rosso DOC,2024,0.75,90,2601
Red wine,Italy,Tuscany,Le Macchiole,"""Paleo"" - Toscana IGT",2021,0.75,270,2635
Red wine,Italy,Tuscany,Le Macchiole,Messorio - Rosso Toscana IGT,2020,0.75,425,8717
Red wine,Italy,Tuscany,Marchesi Antinori,Brunello di Montalcino DOCG - Pian Delle Vigne,2020,0.75,190,2724
Red wine,Italy,Tuscany,Marchesi Antinori,Tignanello - Toscana IGT - HALF Bt.,2021,0.375,220,5607
Red wine,Italy,Tuscany,Marchesi Antinori,Guado Al Tasso,2019,0.75,380,2712
Red wine,Italy,Tuscany,Marchesi Antinori,Tignanello - Toscana IGT,2021,0.75,420,2640
Red wine,Italy,Tuscany,Marchesi Antinori,Tignanello - Toscana IGT MAGNUM,2020,1.5,850,7605
Red wine,Italy,Tuscany,Marchesi Antinori,Solaia,2019,0.75,1100,2624
Red wine,Italy,Tuscany,Marchesi Antinori,Matarocchio - Tenuta Guado al Tasso,2021,0.75,1155,2714
Red wine,Italy,Tuscany,Masseto,Masseto,2019,0.75,2800,2651
Red wine,Italy,Tuscany,Masseto,Masseto,2020,0.75,2900,2659
Red wine,Italy,Tuscany,Masseto,Masseto - Jéroboam,2005,3,9150,7614
Red wine,Italy,Tuscany,Masseto,Masseto - Mathusalem,2005,6,21500,7617
Red wine,Italy,Tuscany,Mastrojanni,Rosso di Montalcino DOC,2023,0.75,95,2699
Red wine,Italy,Tuscany,Mastrojanni,Brunello di Montalcino DOCG,2019,0.75,175,2683
Red wine,Italy,Tuscany,Montevertine,"""Pian del Ciampolo"" - Toscana IGT",2023,0.75,135,8731
Red wine,Italy,Tuscany,Montevertine,Montevertine - Toscana IGT,2018,0.75,180,2664
Red wine,Italy,Tuscany,Montevertine,"""Le Pergole Torte"" - Toscana IGT",2022,0.75,480,8785
Red wine,Italy,Tuscany,Petra,Toscana Hebo - Toscana IGT,2022,0.75,70,2695
Red wine,Italy,Tuscany,Petra,Quercegobbe - Merlot Toscana IGT,2023,0.75,100,8712
Red wine,Italy,Tuscany,Petra,Toscana Hebo - Toscana IGT,2023,0.75,140,7607
Red wine,Italy,Tuscany,Planeta,"Bolgheri DOC Stupore - ""Campo alle Comete""",2023,0.75,80,9221
Red wine,Italy,Tuscany,Poggio Antico,Rosso di Montalcino DOC,2020,0.75,120,8733
Red wine,Italy,Tuscany,Poggio Antico,Brunello di Montalcino Riserva DOCG,2016,0.75,370,8724
Red wine,Italy,Tuscany,Ridolfi,Brunello di Montalcino DOCG,2017,0.75,120,9019
Red wine,Italy,Tuscany,Ridolfi,"Brunello di Montalcino ""Mercatale"" Riserva DOCG",2017,0.75,210,9020
Red wine,Italy,Tuscany,Ridolfi,"Brunello di Montalcino ""Donna Rebecca"" DOCG",2017,0.75,290,9021
Red wine,Italy,Tuscany,Rocca Frassinello,Ornello Maremma Toscana DOC,2022,0.75,85,8730
Red wine,Italy,Tuscany,San Giusto a Rentennano,Chianti Classico DOCG,2022,0.75,80,2641
Red wine,Italy,Tuscany,San Giusto a Rentennano,"""Le Baròncole"" - Chianti Classico Riserva DOCG",2022,0.75,125,8718
Red wine,Italy,Tuscany,San Giusto a Rentennano,Percarlo - Toscana IGT,2017,0.75,195,2688
Red wine,Italy,Tuscany,Silvio Nardi,Brunello di Montalcino DOCG,2018,0.75,130,2656
Red wine,Italy,Tuscany,Silvio Nardi,"""Manachiara"" Brunello di Montalcino DOCG",2016,0.75,280,9018
Red wine,Italy,Tuscany,Tenuta Gagliole,"""Balisca"" - Colli della Toscana Centrale IGT",2021,0.75,150,2694
Red wine,Italy,Tuscany,Tenuta Gagliole,Gagliole,2018,0.75,160,2633
Red wine,Italy,Tuscany,Tenuta Gagliole,"""Gallule"" Gran Selezione - Chianti DOCG",2018,0.75,190,2627
Red wine,Italy,Tuscany,Tenuta Gagliole,"""Pecchia"" Gran Selezione",2015,0.75,240,2634
Red wine,Italy,Tuscany,Tenuta La Massa,La Massa - Toscana IGT,2021,0.75,95,9011
Red wine,Italy,Tuscany,Tenuta La Massa,La Massa - Toscana IGT - MAGNUM,2021,1.5,190,9101
Red wine,Italy,Tuscany,Tenuta La Massa,Giorgio Primo - Toscana IGT,2020,0.75,280,9012
Red wine,Italy,Tuscany,Tenuta La Massa,Asiram,2019,0.75,830,9014
Red wine,Italy,Tuscany,Tenuta San Guido,Guidalberto - Toscana IGT,2023,0.75,130,2613
Red wine,Italy,Tuscany,Tenuta San Guido,Sassicaia - HALF bt.,2020,0.375,460,5602
Red wine,Italy,Tuscany,Tenuta San Guido,Sassicaia,2019,0.75,850,2649
Red wine,Italy,Tuscany,Tenuta San Guido,Sassicaia - MAGNUM,2019,0.75,1750,7615
Red wine,Italy,Tuscany,Tenuta di Biserno,Biserno - Toscana IGT,2021,0.75,360,2638
Red wine,Italy,Tuscany,Tenuta di Biserno,Lodovico - Toscana IGT,2018,0.75,1045,2720
Red wine,Italy,Tuscany,Tenuta di Biserno,Lodovico - Toscana IGT,2016,0.75,1145,2719
Red wine,Italy,Tuscany,Tenute dell'Ornellaia,Le Serre Nuove dell'Ornellaia - Bolgheri DOC,2023,0.75,195,2662
Red wine,Italy,Tuscany,Tenute dell'Ornellaia,Ornellaia - Bolgheri Superiore DOC - HALF bt.,2021,0.375,310,5610
Red wine,Italy,Tuscany,Tenute dell'Ornellaia,Le Serre Nuove dell'Ornellaia - Bolgheri DOC,2021,1.5,390,7612
Red wine,Italy,Tuscany,Tenute dell'Ornellaia,Ornellaia,2020,0.75,750,2652
Red wine,Italy,Tuscany,Tommasi,Poggio al Tufo - Rompicollo Toscana IGT,2021,0.75,60,9008
Red wine,Italy,Tuscany,Tua Rita,"""Giusto di Notri"" - Toscana IGT",2021,0.75,210,8719
Red wine,Italy,Tuscany,Tua Rita,"""Redigaffi"" -Toscana IGT",2021,0.75,530,8720
Red wine,Italy,Umbria,Cantina Briziarelli,Montefalco Sagrantino DOCG,2016,0.75,145,8736
Red wine,Italy,Abruzzo,Emidio Pepe,Montepulciano d'Abruzzo DOC - bio,2021,0.75,335,9028
Red wine,Italy,Abruzzo,Emidio Pepe,Montepulciano d'Abruzzo DOC,2020,0.75,335,9027
Red wine,Italy,Abruzzo,Emidio Pepe,Montepulciano d'Abruzzo DOC - bio,2010,0.75,520,9031
Red wine,Italy,Abruzzo,Emidio Pepe,Montepulciano d'Abruzzo DOC - bio,2000,0.75,645,9029
Red wine,Italy,Campania,Silvia Imparato,Montevetrano - Colli di Salerno IGT,2018,0.75,150,9025
Red wine,Italy,Campania,Silvia Imparato,Montevetrano - Colli di Salerno IGT,2008,0.75,185,9026
Red wine,Italy,Campania,Silvia Imparato,Montevetrano - Colli di Salerno IGT,2005,0.75,230,9024
Red wine,Italy,Puglia,Varvaglione,Papale - Primitivo di Manduria DOP,2023,0.75,70,2628
Red wine,Italy,Puglia,Varvaglione,1921 Riserva - Primitivo di Manduria DOP,2014,0.75,130,9033
Red wine,Italy,Sicily,Alessandro di Camporeale,"""Kaid"" - Syrah Contrada Mandranova (DOC)",2018,0.75,110,2696
Red wine,Italy,Sicily,Benanti,Nerello Cappuccio - Terre Siciliane IGT,2021,0.75,135,8741
Red wine,Italy,Sicily,Benanti,Contrada Monte Serra - Etna Rosso DOC,2022,0.75,160,8743
Red wine,Italy,Sicily,Benanti,Serra Della Contessa Riserva - Etna Rosso DOC,2017,0.75,355,8742
Red wine,Italy,Sicily,Cusumano,Terre Siciliane -“Benuara” - MAGNUM,2020,1.5,110,7610
Red wine,Italy,Sicily,Passopisciaro,Contrada G - Terre Siciliane IGT,2023,0.75,195,8740
Red wine,Italy,Sicily,Planeta,"""Santa Cecilia” - Nero d’Avola Sicilia Noto DOC",2019,0.75,110,2676
Red wine,Italy,Sardinia,Agripunica,Barrua -Isola dei Nuraghi IGT,2021,0.75,115,2663
Red wine,Italy,Sardinia,Antichi Poderi di Jerzu,Josto Miglior - Cannonau di Sardegna DOC Riserva,2021,0.75,115,8737
Red wine,Italy,Sardinia,Argiolas,Korem - Isola dei Nuraghi IGT,2022,0.75,130,8738
Red wine,Italy,Sardinia,Cantina Santadi,“Rocca Rubia” - Carignano del Sulcis DOC	- MAGNUM,2018,1.5,150,7611
Red wine,Spain,Catalonia,Mas Doix,Les Crestes - Priorat DOC,2023,0.75,90,9044
Red wine,Spain,Catalonia,Mas Doix,Doix Costers de Vinyes Velles - Priorat DOC,2022,0.75,275,9045
Red wine,Spain,Catalonia,Mas Doix,1902 Tossal D'en Bou Gran Vinya - Gran Vinya Classificada,2021,0.75,645,9099
Red wine,Spain,Rioja,Abel Mendoza,Grano a Grano - Graciano,2016,0.75,190,2813
Red wine,Spain,Rioja,Bodegas Roda S.A.,Sela - Rioja DOCa,2022,0.75,80,9036
Red wine,Spain,Rioja,Bodegas Roda S.A.,Roda Reserva - Rioja DOCa,2022,0.75,115,9037
Red wine,Spain,Rioja,Bodegas Roda S.A.,Cirsion - Rioja DOCa,2020,0.75,485,9039
Red wine,Spain,Rioja,R. López de Heredia Viña Tondonia,Tondonia Tinto Reserva Rioja,2012,0.75,140,9040
Red wine,Spain,Rioja,Remelluri,Reserva Rioja,2017,0.75,100,2810
Red wine,Spain,Castilla y León,Bodegas Vatan,Tritòn - Toro DO,2022,0.75,75,9034
Red wine,Spain,Castilla y León,Bodegas Vatan,Vatan - Toro DO,2021,0.75,135,9035
Red wine,Spain,Castilla y León,Bodegas y Viñedos,"""Alion"" - Ribera del Duero DO",2018,0.75,285,2818
Red wine,Spain,Castilla y León,Bodegas y Viñedos Pintia,"""Pintia"" - Toro DO",2016,1.5,400,7803
Red wine,Spain,Castilla y León,Bodegas y Viñedos Vega Sicilia,Valbuena 5.° Ribera del Duero,2016,0.75,460,8745
